delta_id	registry_id	entity_name	candidate_class	scope_policy	registrable_domain	raw_url	normalized_key	preclassification_hint	source
M4B1D0224	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/company/contacts/	https://moysklad.ru/company/contacts	LEGAL_OR_CORPORATE_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0225	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/company/press-center/	https://moysklad.ru/company/press-center	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0226	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/courses/	https://moysklad.ru/courses	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0227	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/events/	https://moysklad.ru/events	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0228	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/events/unit-economica/?ms-source=banner-blog	https://moysklad.ru/events/unit-economica	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0229	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/integratsii/	https://moysklad.ru/integratsii	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0230	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/news/	https://moysklad.ru/news	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0231	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/otzyvy/	https://moysklad.ru/otzyvy	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0232	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/	https://moysklad.ru/poleznoe	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0233	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/egais-v-roznitse/	https://moysklad.ru/poleznoe/egais-v-roznitse	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0234	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/eksperty/valeriya-koroleva/	https://moysklad.ru/poleznoe/eksperty/valeriya-koroleva	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0235	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/formy-dokumentov/	https://moysklad.ru/poleznoe/formy-dokumentov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0236	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/izmenenija-v-54-fz/	https://moysklad.ru/poleznoe/izmenenija-v-54-fz	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0237	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/	https://moysklad.ru/poleznoe/marketplejsy	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0238	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-wildberries/	https://moysklad.ru/poleznoe/marketplejsy/analitika-wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0239	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov/	https://moysklad.ru/poleznoe/marketplejsy/kak-schitat-yunit-ekonomiku-dlya-marketpleysov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0240	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/luchshie-kursy-po-marketplejsam/	https://moysklad.ru/poleznoe/marketplejsy/luchshie-kursy-po-marketplejsam	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0241	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/neyroseti-dlya-kartochek-tovarov-dlya-marketpleysov/	https://moysklad.ru/poleznoe/marketplejsy/neyroseti-dlya-kartochek-tovarov-dlya-marketpleysov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0242	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/otkaznoe-pismo/	https://moysklad.ru/poleznoe/marketplejsy/otkaznoe-pismo	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0243	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/prodvizhenie-na-marketpleysakh-5-luchshikh-instrumentov-ozon-i-wildberries/	https://moysklad.ru/poleznoe/marketplejsy/prodvizhenie-na-marketpleysakh-5-luchshikh-instrumentov-ozon-i-wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0244	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-marketpleysakh/	https://moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-marketpleysakh	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0245	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-ozon/	https://moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-ozon	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0246	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/marketplejsy/tovarnye-znaki-na-marketpleysakh/	https://moysklad.ru/poleznoe/marketplejsy/tovarnye-znaki-na-marketpleysakh	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0247	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/markirovka-tovarov/	https://moysklad.ru/poleznoe/markirovka-tovarov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0248	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/novichkam/	https://moysklad.ru/poleznoe/novichkam	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0249	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/okved/	https://moysklad.ru/poleznoe/okved	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0250	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/proslezhivaemost/	https://moysklad.ru/poleznoe/proslezhivaemost	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0251	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/search/?tags=%D0%B2%D1%8B%D0%B1%D0%BE%D1%80%20%D0%BD%D0%B8%D1%88%D0%B8	https://moysklad.ru/poleznoe/search?tags=%D0%B2%D1%8B%D0%B1%D0%BE%D1%80%20%D0%BD%D0%B8%D1%88%D0%B8	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0252	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/search/?tags=%D1%85%D0%BE%D0%B4%D0%BE%D0%B2%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B	https://moysklad.ru/poleznoe/search?tags=%D1%85%D0%BE%D0%B4%D0%BE%D0%B2%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0253	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/search/?tags=wildberries	https://moysklad.ru/poleznoe/search?tags=wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0254	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/shablony/	https://moysklad.ru/poleznoe/shablony	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0255	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/shkola-torgovli/	https://moysklad.ru/poleznoe/shkola-torgovli	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0256	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/sistema-merkuriy-dlya-roznici/	https://moysklad.ru/poleznoe/sistema-merkuriy-dlya-roznici	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0257	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/statyi/	https://moysklad.ru/poleznoe/statyi	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0258	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/statyi/sellery-planiruyut-otkryt-sobstvennyy-internet-magazin-v-2025-2026/	https://moysklad.ru/poleznoe/statyi/sellery-planiruyut-otkryt-sobstvennyy-internet-magazin-v-2025-2026	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0259	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/statyi/skolko-sellerov-sozdayut-sobstvennyy-brend/	https://moysklad.ru/poleznoe/statyi/skolko-sellerov-sozdayut-sobstvennyy-brend	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0260	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/stories/	https://moysklad.ru/poleznoe/stories	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0261	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/poleznoe/torgovyj-sbor/	https://moysklad.ru/poleznoe/torgovyj-sbor	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0262	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/	https://moysklad.ru/programmy-dlja-biznesa	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0263	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/generator-barkodov-wildberries/	https://moysklad.ru/programmy-dlja-biznesa/generator-barkodov-wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0264	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/generator-etiketok-dlya-marketpleysov/	https://moysklad.ru/programmy-dlja-biznesa/generator-etiketok-dlya-marketpleysov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0265	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/generator-etiketok-ozon/	https://moysklad.ru/programmy-dlja-biznesa/generator-etiketok-ozon	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0266	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/generator-zakaz-naryadov-online/	https://moysklad.ru/programmy-dlja-biznesa/generator-zakaz-naryadov-online	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0267	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/internet-vitrina-dlya-magazina/	https://moysklad.ru/programmy-dlja-biznesa/internet-vitrina-dlya-magazina	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0268	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlja-internet-magazina/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlja-internet-magazina	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0269	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-avtoservisa/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-avtoservisa	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0270	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-kosmetiki/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-kosmetiki	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0271	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-produktov/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-produktov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0272	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-stroitelnykh-materialov/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-magazina-stroitelnykh-materialov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0273	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-shveynogo-proizvodstva/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-shveynogo-proizvodstva	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0274	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-torgovli-na-marketpleysakh/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-torgovli-na-marketpleysakh	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0275	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-dlya-wildberries/	https://moysklad.ru/programmy-dlja-biznesa/programma-dlya-wildberries	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0276	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-ucheta-prodazh/	https://moysklad.ru/programmy-dlja-biznesa/programma-ucheta-prodazh	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0277	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-ucheta-raskhodnih-materialov/	https://moysklad.ru/programmy-dlja-biznesa/programma-ucheta-raskhodnih-materialov	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0278	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/programma-ucheta-v-kafe/	https://moysklad.ru/programmy-dlja-biznesa/programma-ucheta-v-kafe	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0279	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/programmy-dlja-biznesa/servis-finansovogo-ucheta/	https://moysklad.ru/programmy-dlja-biznesa/servis-finansovogo-ucheta	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0280	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/register/?promo=MKTPL21	https://moysklad.ru/register?promo=MKTPL21	AUTH_OR_PRIVATE_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0281	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/	https://moysklad.ru/reshenija	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0282	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/avtomatizacia-skladskogo-ucheta/	https://moysklad.ru/reshenija/avtomatizacia-skladskogo-ucheta	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0283	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/avtomatizacija-magazina/	https://moysklad.ru/reshenija/avtomatizacija-magazina	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0284	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/avtomatizacija-raboty-sklada/	https://moysklad.ru/reshenija/avtomatizacija-raboty-sklada	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0285	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/crm-dlya-proizvodstva/	https://moysklad.ru/reshenija/crm-dlya-proizvodstva	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0286	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/markirovka-pod-klyuch/	https://moysklad.ru/reshenija/markirovka-pod-klyuch	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0287	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/mobilnaya-kassa/	https://moysklad.ru/reshenija/mobilnaya-kassa	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0288	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/reshenija/upravlenie-torgovley/	https://moysklad.ru/reshenija/upravlenie-torgovley	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0289	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/shop/	https://moysklad.ru/shop	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0290	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/sitemap/	https://moysklad.ru/sitemap	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0291	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/subscription/	https://moysklad.ru/subscription	NEEDS_SCOPE_CLASSIFICATION	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0292	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/upload/files/confidential-information-protection-policy-equipment.pdf	https://moysklad.ru/upload/files/confidential-information-protection-policy-equipment.pdf	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0293	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/upload/files/policy.pdf	https://moysklad.ru/upload/files/policy.pdf	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0294	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/upload/medialibrary/0de/2o8hi32kav01gkojrf88grh0a26745ok/sales-curve.jpg	https://moysklad.ru/upload/medialibrary/0de/2o8hi32kav01gkojrf88grh0a26745ok/sales-curve.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
M4B1D0295	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	moysklad.ru	https://www.moysklad.ru/upload/medialibrary/123/hq93oitjymiezwszq4i5g2wborjpxqcd/what-to-sell.jpg	https://moysklad.ru/upload/medialibrary/123/hq93oitjymiezwszq4i5g2wborjpxqcd/what-to-sell.jpg	NON_HTML_CANDIDATE	OPERA_NAVIGATION_ENUMERATION_2026-09-18
