page_id	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1P0139	M4B1U0197	REG046	Tablichki	RECURRING_PRODUCT_VENDOR	https://tablichki.tech/abc-xyz-bcg	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	ABC XYZ BCG анализ для маркетплейсов	NOT_OBSERVED_IN_CAPTURE	ABC XYZ анализ для маркетплейсов - полный контроль над ассортиментом	## Основные преимущества: | ### ABC анализ по выручке + XYZ анализ по спросу одновременно | ### Автоматические рекомендации по каждому товару | ### Матрица BCG показывает привлекательность каждого товара - звезды (инвестируйте), коровы (держите), вопросы (тестируйте), хромые собаки (закрывайте) | ## Типичная ситуация селлера на маркетплейсе | ## Почему управление ассортиментом так критично | ### Проблема 1: Правило Парето 80/20 — работает или нет? | ### Проблема 1: Правило Парето 80/20 — работает или нет? | ### Проблема 2: Маркетплейсы взимают разные комиссии | ### Проблема 2: Маркетплейсы взимают разные комиссии | ### Проблема 3: Сезонность и тренды меняются быстро | ### Проблема 3: Сезонность и тренды меняются быстро	NOT_OBSERVED_IN_CAPTURE	OZON	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | AI_OR_DIGITAL_HELPER	SALES | STOCKS | ADS | REVIEWS | FINANCE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	OZON	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	3 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://tablichki.tech/abc-xyz-bcg ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0140	M4B1U0198	REG046	Tablichki	RECURRING_PRODUCT_VENDOR	https://tablichki.tech/jam_analytics	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	Джем аналитика - рентабельность кластеров и запросов	NOT_OBSERVED_IN_CAPTURE	Аналитика Джем - управление рекламой через прибыль каждой фразы	## Как это экономит деньги и время | ## В чем отличие Аналитики Джем от ЛК ВБ и плагинов ? | ### Полная воронка поискового запроса | ### Полная воронка поискового запроса | ### Обогащение Джем данными РНП | ### Обогащение Джем данными РНП | ### Прибыльность и ROMI по каждой фразе | ### Разворот "запрос ↔ артикул" | ### Разворот "запрос ↔ артикул" | ### Доля органического трафика по запросу | ### Доля органического трафика по запросу | ### Разделение по типам трафика	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | ADS | REVIEWS | SEARCH_TERMS | FINANCE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | CONNECT	CASES_OR_TESTIMONIALS	FAQ_OBSERVED	3 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://tablichki.tech/jam_analytics ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0141	M4B1U0200	REG046	Tablichki	RECURRING_PRODUCT_VENDOR	https://tablichki.tech/ocifrovka_marketplace_blog	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Блог "Точки роста на маркетплейсах"	NOT_OBSERVED_IN_CAPTURE	Блог "Точки роста на маркетплейсах"	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY	ADS | FINANCE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | INVENTORY_SUPPLY	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	4 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://tablichki.tech/ocifrovka_marketplace_blog ; public capture 2026-09-18 ; title/headings/visible text	MEDIUM	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0142	M4B1U0202	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://seo.wbcon.ru/	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	SEO.WBCON.RU – Продвижение карточек товара на Wildberries, Ozon. Продвижению SEO оптимизация, СЕО подбор слов. Наименование и описание	NOT_OBSERVED_IN_CAPTURE	Продвижение карточек товаров на Wildberries, Ozon, AliExpress…	### MArketplace – SEO OPTIMIZAtioN | ## Почему необходима SEO оптимизация карточек | ## Профессиональная SEO оптимизация + ФОТОКОНТЕНТ | ## Уроки по маркетплейсам | ### LEt’s Get Started | ## Маркетплейсы ждут Вас!!! Поисковая оптимизация от WBCON разгоняет продажи вашего товара на Маркетплейсах	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	NOT_OBSERVED	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | SELLER_PROCEDURAL_HELP	ORDERS | SALES | ADS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INVENTORY_SUPPLY | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	NOT_OBSERVED	NOT_OBSERVED_IN_CAPTURE	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://seo.wbcon.ru/ ; public capture 2026-09-18 ; title/headings/visible text	MEDIUM	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0143	M4B1U0203	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://seo.wbcon.ru/uslugi/	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	Услуги SEO - оптимизации Wildberries, Ozon	NOT_OBSERVED_IN_CAPTURE	Услуги SEO-оптимизации	### Заказать SEO продвижение | ## Заказать услугу	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	NOT_OBSERVED	AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | ADS | SEARCH_TERMS | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	NOT_OBSERVED	NOT_OBSERVED_IN_CAPTURE	2 weeks ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://seo.wbcon.ru/uslugi/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0144	M4B1U0205	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://razbor.wbcon.ru/	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	Разбор карточек товаров на Маркетплейсах - Уникальный разбор карточек товаров на Маркетплейсах	NOT_OBSERVED_IN_CAPTURE	L1:	## ФОРМА ЗАКАЗА	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | PRICING_REPRICING	ORDERS | SALES | ADS | REVIEWS | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | REVIEWS_SUPPORT | PRICING_REPRICING	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	GENERIC_MARKETPLACE	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	NOT_OBSERVED	NOT_OBSERVED_IN_CAPTURE	last week	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://razbor.wbcon.ru/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0145	M4B1U0206	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/popular-request/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Популярные актуальные поисковые запросы Wildberries - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	yesterday	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/popular-request/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0146	M4B1U0207	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/weeks-request/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Динамика популярных поисковых запросов Wildberries - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	yesterday	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/weeks-request/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0147	M4B1U0208	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/product-in-search/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Сервис проверки наличия товара в поисковой выдаче Wildberries - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/product-in-search/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0148	M4B1U0209	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/2023/05/22/seo-pilesos/	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	Сбор семантического ядра: Сервис SEO-пылесос для Wildberries - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/2023/05/22/seo-pilesos/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0149	M4B1U0210	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/nastavniki-wb-kurs/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Обучение по Маркетплейсам, Наставничество и сопровождение по маркетплейсам Вайлдберрис (Wildberries), Озон (Ozon) и другим - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	last month	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/nastavniki-wb-kurs/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0150	M4B1U0211	REG053	Wbcon	RECURRING_PRODUCT_VENDOR	https://wbcon.ru/consult-mp-new/	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	Комплексная консультация по маркетплейсам Wildberries, Ozon и другие - WBCON.RU	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | STOCKS | ADS | REVIEWS | SEARCH_TERMS	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	2 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://wbcon.ru/consult-mp-new/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0151	M4B1U0212	REG003	Ainsider	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://ainsider.ru/ai-seller	2026-09-18T05:12:11.016Z	OTHER_PUBLIC_PAGE	ИИ-Продавец для Авито, мессенджеров и чатов — И/Инсайдер	NOT_OBSERVED_IN_CAPTURE	ИИ-ПРОДАВЕЦ:	## КАК РАБОТАЕТ ИИ-ПРОДАВЕЦ | ### Настройка за 1-2 дня | ### Подключение к каналам | ### Автоматическая работа | ## ЧТО УМЕЕТ ИИ-ПРОДАВЕЦ | ## РЕЗУЛЬТАТЫ ВНЕДРЕНИЯ | ## ДЛЯ КОГО ИИ-ПРОДАВЕЦ | ### E-commerce и маркетплейсы | ### Автодилеры и автосалоны | ### Услуги: ремонт, клининг, доставка | ### B2B-компании с потоком заявок | ## СТОИМОСТЬ И УСЛОВИЯ	NOT_OBSERVED_IN_CAPTURE	GENERIC_MARKETPLACE	GENERIC_AI	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | PRICING_REPRICING | AI_OR_DIGITAL_HELPER	ORDERS | SALES | ADS | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | PRICING_REPRICING | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	GENERIC_MARKETPLACE | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | BUY_OR_LEAD | CONNECT	CASES_OR_TESTIMONIALS	FAQ_OBSERVED	3 months ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://ainsider.ru/ai-seller ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
M4B1P0152	M4B1U0213	REG004	Albato	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://albato.ru/ai-agents	2026-09-18T05:12:11.016Z	FEATURE_OR_PRODUCT_PAGE	ИИ-агенты для автоматизации бизнеса	NOT_OBSERVED_IN_CAPTURE	ИИ-агенты, которые действуют,	## Нам доверяют более 10.000 команд и компаний | ## Пока ваша команда собирает данные, ИИ-агент уже действует | ## Запустите ИИ-агента за три шага | ## Зачем запускать ИИ-агентов через Альбато | ## Смотрите, как ИИ-агент решает задачи | ## ИИ-агенты под задачи вашей команды | ## Частые вопросы	NOT_OBSERVED_IN_CAPTURE	OZON	CHATGPT_OPENAI | CLAUDE | AI_AGENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	SALES | ADS	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	OZON | CHATGPT_OPENAI | CLAUDE | AI_AGENT	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | CONNECT	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://albato.ru/ai-agents ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	DISCOVERED_PUBLIC_PAGE; all claims remain COMPETITOR_CLAIM
